YAL016W,0.08237398121732484
YAL021C,0.06015367752136092
YAL022C,0.07486127327761853
YAL023C,0.11963338300422176
YAL028W,0.03414157300625129
YAL031C,0.03957933793044708
YAL038W,0.19995186538987172
YAL040C,0.02366568538887801
YAL041W,0.04155976194378643
YAL043C,0.04737393904943203
YAL047C,0.06620790854786915
YAL048C,0.04202409642549366
YAL053W,0.09118077165234274
YAL054C,0.11137220865660759
YAL056W,0.02990819063110596
YAL058W,0.045469317529940975
YAR071W,0.15305585976604663
YBL005W,0.05143871172761461
YBL008W,0.032033514461146266
YBL009W,0.03709425777577553
YBL011W,0.04906849334374802
YBL014C,0.01232989163728886
YBL015W,0.11757622841608566
YBL019W,0.05180901652356952
YBL020W,0.09159906336495832
YBL023C,0.06340258125105083
YBL024W,0.09574394560844002
YBL035C,0.04764577579156937
YBL039C,0.101086842470859
YBL042C,0.10110507564011267
YBL045C,0.15036780523699397
YBL051C,0.04551022309128288
YBL052C,0.01698726009836311
YBL054W,0.035970075626205356
YBL056W,0.07554862784951309
YBL060W,0.04059568608203706
YBL061C,0.038954395233459914
YBL067C,0.027130797993042625
YBL075C,0.04239748427291733
YBL080C,0.05551956788019924
YBL082C,0.050861427741852316
YBL085W,0.037434976583188145
YBL086C,0.0407288295687349
YBL089W,0.04961061147431107
YBL097W,0.04552499927921042
YBL098W,0.0688786161613213
YBL099W,0.11020357917441613
YBL103C,0.055532825354716306
YBL111C,0.011368529638353683
YBL113C,0.011359876424785458
YBR001C,0.035559688026648384
YBR003W,0.04464029797374519
YBR006W,0.06456347419650633
YBR007C,0.026337435905222688
YBR008C,0.020298955107366855
YBR015C,0.12337489756731526
YBR017C,0.06373548174533145
YBR019C,0.020111982972689138
YBR020W,0.02830681774839685
YBR021W,0.022622104642581648
YBR028C,0.0509899823777388
YBR029C,0.09451846836543845
YBR030W,0.04684064758786756
YBR033W,0.02507107166407415
YBR038W,0.06495077139381829
YBR041W,0.10296989390809708
YBR043C,0.015144654503861089
YBR045C,0.044901289863074206
YBR049C,0.06062848828335501
